,input,output
560,"Given the question ""What did the woman want the man to do?"" and the answer ""To meet Tony for her."", write a conversation that might have happened.
","
W: Could you do me a real favor, please?

M: Yes, of course.

W: I've arranged to meet my friend Tony, but I'm really engaged now. I was wondering if you could go along and meet him for me.

M: Oh, yes, certainly!"
561,"Given the question ""What does the man mean?"" and the answer ""He wants to go with them."", write a conversation that might have happened.
","
W: We are going to visit the Summer Palace tomorrow.

M: Are you? May I join you.'?"
562,"Given the question ""Why doesn't the woman go into the room?"" and the answer ""She can't unlock the door."", write a conversation that might have happened.
","
W: Why don't you go into the room?

M: Oh, my key won't turn in the lock. Will you help me?"
563,"Given the question ""What will the man probably do next?"" and the answer ""Borrow the soup recipe."", write a conversation that might have happened.
","
M: Can you tell me how to make vegetable soup?

W: I have a recipe that my mother gave me."
564,"Given the question ""What happened to the clock?"" and the answer ""It runs slow"", write a conversation that might have happened.
","
M: Can that clock be right? 9:50?

F: That clock is off. It's 11:30."
565,"Given the question ""How and when is Lucy leaving for Beijing?"" and the answer ""By train this evening."", write a conversation that might have happened.
","
M: Hello, Lucy. When are you going off to Beijing?

W: This evening.

M: How are you getting there, by air or by train?

W: By train. It leaves at 5:00 and arrives in Beijing at 7:10 tomorrow morning.

M: Oh, only 14 hours. Is anybody seeing you off this evening?

W: Yes, my parents are going with me to the station to see me off.

M: That's good! How long are you staying in Beijing for your holiday?

W: Only four days. Well, I must be off now. See you when I get back.

M: OK. Good luck and have a good trip!

W: Thanks. Goodbye!"
566,"Given the question ""What is she going there for?"" and the answer ""To spend her holiday."", write a conversation that might have happened.
","
M: Hello, Lucy. When are you going off to Beijing?

W: This evening.

M: How are you getting there, by air or by train?

W: By train. It leaves at 5:00 and arrives in Beijing at 7:10 tomorrow morning.

M: Oh, only 14 hours. Is anybody seeing you off this evening?

W: Yes, my parents are going with me to the station to see me off.

M: That's good! How long are you staying in Beijing for your holiday?

W: Only four days. Well, I must be off now. See you when I get back.

M: OK. Good luck and have a good trip!

W: Thanks. Goodbye!"
567,"Given the question ""How long does it take her to Beijing?"" and the answer ""Fourteen hours."", write a conversation that might have happened.
","
M: Hello, Lucy. When are you going off to Beijing?

W: This evening.

M: How are you getting there, by air or by train?

W: By train. It leaves at 5:00 and arrives in Beijing at 7:10 tomorrow morning.

M: Oh, only 14 hours. Is anybody seeing you off this evening?

W: Yes, my parents are going with me to the station to see me off.

M: That's good! How long are you staying in Beijing for your holiday?

W: Only four days. Well, I must be off now. See you when I get back.

M: OK. Good luck and have a good trip!

W: Thanks. Goodbye!"
568,"Given the question ""Why the woman doesn't want to open the window?"" and the answer ""It's cold."", write a conversation that might have happened.
","
M: Do you mind if I open the window?

F: I'm sorry, but I'm cold now."
569,"Given the question ""How many books do they have to buy?"" and the answer ""Six."", write a conversation that might have happened.
","
M: Did you see the list of books for this course?

W: Yes,the teacher expects us to get the first five on the list.

M: Are you going to buy them?

W: I don't know. These books are expensive. And I don't have a lot of money on me.

M: How about sharing them with me?

W: Sounds good.

M: Let's do this. I will buy three and you buy two of them.

W: I would rather do it this way: we pay fifty-fifty for the books now.

M: And Then?

W: At the end of the course you can take the books you like and I will take the ones I like.

M: What if we both like the same books?

W: Come on,we are not going to argue over that,are we?

M: I was just joking. It's definitely a better idea.

W: Then let's get the books as soon as possible."
570,"Given the question ""Why does not the woman buy all the books by herself?"" and the answer ""She does not take enough money."", write a conversation that might have happened.
","
M: Did you see the list of books for this course?

W: Yes,the teacher expects us to get the first five on the list.

M: Are you going to buy them?

W: I don't know. These books are expensive. And I don't have a lot of money on me.

M: How about sharing them with me?

W: Sounds good.

M: Let's do this. I will buy three and you buy two of them.

W: I would rather do it this way: we pay fifty-fifty for the books now.

M: And Then?

W: At the end of the course you can take the books you like and I will take the ones I like.

M: What if we both like the same books?

W: Come on,we are not going to argue over that,are we?

M: I was just joking. It's definitely a better idea.

W: Then let's get the books as soon as possible."
571,"Given the question ""How will they pay for the books?"" and the answer ""Each of them will pay half the price."", write a conversation that might have happened.
","
M: Did you see the list of books for this course?

W: Yes,the teacher expects us to get the first five on the list.

M: Are you going to buy them?

W: I don't know. These books are expensive. And I don't have a lot of money on me.

M: How about sharing them with me?

W: Sounds good.

M: Let's do this. I will buy three and you buy two of them.

W: I would rather do it this way: we pay fifty-fifty for the books now.

M: And Then?

W: At the end of the course you can take the books you like and I will take the ones I like.

M: What if we both like the same books?

W: Come on,we are not going to argue over that,are we?

M: I was just joking. It's definitely a better idea.

W: Then let's get the books as soon as possible."
572,"Given the question ""Why can't the woman type the letter?"" and the answer ""The typewriter is broken."", write a conversation that might have happened.
","
W: Mr. Robert, I'm afraid I can't hand in the letter because the typewriter is broken.

M: Oh, it doesn't matter. Take it easy."
573,"Given the question ""What does the man suggest?"" and the answer ""He suggests that the woman take a taxi."", write a conversation that might have happened.
","
W: It's very late and there is no bus now.

M: You'd better call a taxi."
574,"Given the question ""Where is the man?"" and the answer ""At a shop."", write a conversation that might have happened.
","
F: Can I help you, sir?

M: Oh, yes. I want to buy a color TV set."
575,"Given the question ""Where will Janet probably go tonight?"" and the answer ""To the concert."", write a conversation that might have happened.
","
M: Would you like to come over and study tonight, Janet?

W: Oh, I'm sorry, Tom. I forgot to tell you that my parents are in town and want to take me to the concert tonight."
576,"Given the question ""What does the woman suggest the man do?"" and the answer ""Go to bed early."", write a conversation that might have happened.
","
M: I'm really exhausted, Mary. But I don't want to miss the Hollywood movie that comes on at 11.

W: If I were you, I'd skip it. We both have to get up early tomorrow. And anyway I've heard it's not as exciting as advertised."
577,"Given the question ""What is the woman doing?"" and the answer ""Hosting an evening TV program."", write a conversation that might have happened.
","
W: Good evening and welcome to this week's Business World, the program for and about business people. Tonight, we have Mr. Steven Kayne, who has just taken over and established bicycle shop. Tell us, Mr. Kayne, what made you want to run yourown store?

M: Well, I always loved racing bikes and fixing them. When I was working full-time as a salesman for a big company, I seldom had time to enjoy my hobby. I knew then that as soon as I had enough money to get my own business going, I'll do it. I had my heart set on it and I didn't let anything stand in my way. When I went down to the bank and got a business loan, I knew I'd love being myown boss. Now my time is my own. I open the store when I want and leave when I want.

W: You mean you don't keep regular hours?

M: Well, the sign on my store says the hours are ten to six, but if business isslower than usual, I can just lock up and take off early.

W: Have you hired any employees to work with you yet?

M: Yeah, a couple of friends of mine who love biking as much as I do. They help me out a few days a week. It's great because we play cards or just sit around and talk when there are no customers.

W: Thank you, Mr. Kayne. We wish you success in your new business."
578,"Given the question ""What did Mr. Kayne do before he took over the bicycle shop?"" and the answer ""He worked as a salesman."", write a conversation that might have happened.
","
W: Good evening and welcome to this week's Business World, the program for and about business people. Tonight, we have Mr. Steven Kayne, who has just taken over and established bicycle shop. Tell us, Mr. Kayne, what made you want to run yourown store?

M: Well, I always loved racing bikes and fixing them. When I was working full-time as a salesman for a big company, I seldom had time to enjoy my hobby. I knew then that as soon as I had enough money to get my own business going, I'll do it. I had my heart set on it and I didn't let anything stand in my way. When I went down to the bank and got a business loan, I knew I'd love being myown boss. Now my time is my own. I open the store when I want and leave when I want.

W: You mean you don't keep regular hours?

M: Well, the sign on my store says the hours are ten to six, but if business isslower than usual, I can just lock up and take off early.

W: Have you hired any employees to work with you yet?

M: Yeah, a couple of friends of mine who love biking as much as I do. They help me out a few days a week. It's great because we play cards or just sit around and talk when there are no customers.

W: Thank you, Mr. Kayne. We wish you success in your new business."
579,"Given the question ""Why did the man take over a bicycle shop?"" and the answer ""He wanted to be his own boss."", write a conversation that might have happened.
","
W: Good evening and welcome to this week's Business World, the program for and about business people. Tonight, we have Mr. Steven Kayne, who has just taken over and established bicycle shop. Tell us, Mr. Kayne, what made you want to run yourown store?

M: Well, I always loved racing bikes and fixing them. When I was working full-time as a salesman for a big company, I seldom had time to enjoy my hobby. I knew then that as soon as I had enough money to get my own business going, I'll do it. I had my heart set on it and I didn't let anything stand in my way. When I went down to the bank and got a business loan, I knew I'd love being myown boss. Now my time is my own. I open the store when I want and leave when I want.

W: You mean you don't keep regular hours?

M: Well, the sign on my store says the hours are ten to six, but if business isslower than usual, I can just lock up and take off early.

W: Have you hired any employees to work with you yet?

M: Yeah, a couple of friends of mine who love biking as much as I do. They help me out a few days a week. It's great because we play cards or just sit around and talk when there are no customers.

W: Thank you, Mr. Kayne. We wish you success in your new business."
580,"Given the question ""What do we learn about the people working in the shop?"" and the answer ""They are all the man's friends."", write a conversation that might have happened.
","
W: Good evening and welcome to this week's Business World, the program for and about business people. Tonight, we have Mr. Steven Kayne, who has just taken over and established bicycle shop. Tell us, Mr. Kayne, what made you want to run yourown store?

M: Well, I always loved racing bikes and fixing them. When I was working full-time as a salesman for a big company, I seldom had time to enjoy my hobby. I knew then that as soon as I had enough money to get my own business going, I'll do it. I had my heart set on it and I didn't let anything stand in my way. When I went down to the bank and got a business loan, I knew I'd love being myown boss. Now my time is my own. I open the store when I want and leave when I want.

W: You mean you don't keep regular hours?

M: Well, the sign on my store says the hours are ten to six, but if business isslower than usual, I can just lock up and take off early.

W: Have you hired any employees to work with you yet?

M: Yeah, a couple of friends of mine who love biking as much as I do. They help me out a few days a week. It's great because we play cards or just sit around and talk when there are no customers.

W: Thank you, Mr. Kayne. We wish you success in your new business."
581,"Given the question ""How long will it take to get to the airport?"" and the answer ""One hour."", write a conversation that might have happened.
","
W: We should've left 30 minutes earlier! Traffic is awful! We are going to miss our flight!

M: We need an extra hour to get there! We aren't even halfway to the airport. Plus, we need to check in and go through security, which will take at least 45 minutes."
582,"Given the question ""What are the speakers doing?"" and the answer ""Talking on the phone."", write a conversation that might have happened.
","
W: Can you give us your e-mail address, so we can get back to you as soon as possible?

M: I'll send you an e-mail so we don't have to do the spellings on the phone. Okay?"
583,"Given the question ""What did the doctor suggest the man do?"" and the answer ""Take more exercise."", write a conversation that might have happened.
","
M: I've been thinking about joining a health club myself. My doctor has been encouraging me to get more exercise. Which club do you belong to?

W: It's called the Good-life Health Club. I've only been going since Jan., but I've already noticed a big improvement. I feel like a new person.

M: Really? What do you do there?

W: They have a gym with exercise equipment and an indoor pool. I usually start by working out for about half an hour. Then I take a swim. After exercising, the water feels great.

M: That sounds good. But aren't you afraid of over-working yourself?

W: No, no. Everything is carefully controlled and supervised. If you're interested in seeing for yourself, I'm going again on Tuesday. Why don't you come along as my guest? You'll enjoy yourself.

M: That's a good idea. Thanks. I just might."
584,"Given the question ""What will the man probably do?"" and the answer ""Visit the club and see for himself."", write a conversation that might have happened.
","
M: I've been thinking about joining a health club myself. My doctor has been encouraging me to get more exercise. Which club do you belong to?

W: It's called the Good-life Health Club. I've only been going since Jan., but I've already noticed a big improvement. I feel like a new person.

M: Really? What do you do there?

W: They have a gym with exercise equipment and an indoor pool. I usually start by working out for about half an hour. Then I take a swim. After exercising, the water feels great.

M: That sounds good. But aren't you afraid of over-working yourself?

W: No, no. Everything is carefully controlled and supervised. If you're interested in seeing for yourself, I'm going again on Tuesday. Why don't you come along as my guest? You'll enjoy yourself.

M: That's a good idea. Thanks. I just might."
585,"Given the question ""What are they talking about?"" and the answer ""Food."", write a conversation that might have happened.
","
M: It tastes good. How do they make it?

W: I don't know, but they put lots of eggs in it."
586,"Given the question ""Why does the woman ask the waiter to come?"" and the answer ""Because the soup is cold."", write a conversation that might have happened.
","
W: Waiter, can you come here for a second please?

M: What's the problem, ma'am?

W: This soup is cold.

M: I'm sorry. I'll bring you some hot soup."
587,"Given the question ""What's the relationship between the two speakers?"" and the answer ""Customer-waiter."", write a conversation that might have happened.
","
W: Waiter, can you come here for a second please?

M: What's the problem, ma'am?

W: This soup is cold.

M: I'm sorry. I'll bring you some hot soup."
588,"Given the question ""What has happened to the woman?"" and the answer ""She has been fired by the company."", write a conversation that might have happened.
","
M: I'm sorry to tell you that you needn't come next week. You know sales of our company have been poor recently.

W: I've always worked hard. Would you be kind enough to give me a month time so that I can find a new job?"
589,"Given the question ""What does the woman imply about the man?"" and the answer ""He's done a lot."", write a conversation that might have happened.
","
M: I fixed the window, painted the bookcase and repaired the desk and chair.

W: Been busy, haven't you?"
590,"Given the question ""What is the matter with Jane?"" and the answer ""She has a backache."", write a conversation that might have happened.
","
M: How are you, Jane?

W: Fine, apart from my back.

M: What's the matter?

W: It's killing me."
591,"Given the question ""What does their son do?"" and the answer ""He is a student."", write a conversation that might have happened.
","
W: Our son hasn't written to us for nearly two months.

M: He must be very busy with his studies."
592,"Given the question ""With whom is the man speaking?"" and the answer ""Another student."", write a conversation that might have happened.
","
M: Have you made any plans to go away during semester break? I've been thinking of skiing.

W: I really haven't had time to think about my vacation. I've been concentrating on getting ready for my exams, especially philosophy. But I'll probably go to the beach.

M: Why the beach?

W: Well, it would be nice to get away from this cold weather and just lie in the sun and relax after working so hard.

M: It's true that skiing does require work. And you have to get up early and wait in long lines for the chair lifts. Thanks. I think you help me make up my mind.

W: Sure. Now maybe you can use your mind to think about something else, like your studies.

M: Yeah, just as you said, I should focus more on study now, because the exams of various courses are approaching. If I cannot pass those exams smoothly, I will not have a good time in vacation.

W: Absolutely! So now we should put the vacation aside temporarily and make good preparation for the exams. Do you want to go to the library with me now?

M: Sure! Let's go!"
593,"Given the question ""What has the woman mainly been thinking about?"" and the answer ""Her studies."", write a conversation that might have happened.
","
M: Have you made any plans to go away during semester break? I've been thinking of skiing.

W: I really haven't had time to think about my vacation. I've been concentrating on getting ready for my exams, especially philosophy. But I'll probably go to the beach.

M: Why the beach?

W: Well, it would be nice to get away from this cold weather and just lie in the sun and relax after working so hard.

M: It's true that skiing does require work. And you have to get up early and wait in long lines for the chair lifts. Thanks. I think you help me make up my mind.

W: Sure. Now maybe you can use your mind to think about something else, like your studies.

M: Yeah, just as you said, I should focus more on study now, because the exams of various courses are approaching. If I cannot pass those exams smoothly, I will not have a good time in vacation.

W: Absolutely! So now we should put the vacation aside temporarily and make good preparation for the exams. Do you want to go to the library with me now?

M: Sure! Let's go!"
594,"Given the question ""Where will the woman probably spend her vacation time?"" and the answer ""At the beach."", write a conversation that might have happened.
","
M: Have you made any plans to go away during semester break? I've been thinking of skiing.

W: I really haven't had time to think about my vacation. I've been concentrating on getting ready for my exams, especially philosophy. But I'll probably go to the beach.

M: Why the beach?

W: Well, it would be nice to get away from this cold weather and just lie in the sun and relax after working so hard.

M: It's true that skiing does require work. And you have to get up early and wait in long lines for the chair lifts. Thanks. I think you help me make up my mind.

W: Sure. Now maybe you can use your mind to think about something else, like your studies.

M: Yeah, just as you said, I should focus more on study now, because the exams of various courses are approaching. If I cannot pass those exams smoothly, I will not have a good time in vacation.

W: Absolutely! So now we should put the vacation aside temporarily and make good preparation for the exams. Do you want to go to the library with me now?

M: Sure! Let's go!"
595,"Given the question ""What does the woman think the man should do?"" and the answer ""Study for his exams."", write a conversation that might have happened.
","
M: Have you made any plans to go away during semester break? I've been thinking of skiing.

W: I really haven't had time to think about my vacation. I've been concentrating on getting ready for my exams, especially philosophy. But I'll probably go to the beach.

M: Why the beach?

W: Well, it would be nice to get away from this cold weather and just lie in the sun and relax after working so hard.

M: It's true that skiing does require work. And you have to get up early and wait in long lines for the chair lifts. Thanks. I think you help me make up my mind.

W: Sure. Now maybe you can use your mind to think about something else, like your studies.

M: Yeah, just as you said, I should focus more on study now, because the exams of various courses are approaching. If I cannot pass those exams smoothly, I will not have a good time in vacation.

W: Absolutely! So now we should put the vacation aside temporarily and make good preparation for the exams. Do you want to go to the library with me now?

M: Sure! Let's go!"
596,"Given the question ""Why does the man bring back the shirt?"" and the answer ""Because it is too small."", write a conversation that might have happened.
","
M: Excuse me, I bought this white shirt here yesterday. Can I change it for a larger one?

W: Yes, of course."
597,"Given the question ""Where is the conversation most probably taking place?"" and the answer ""In a library."", write a conversation that might have happened.
","
M: Can I stay here for just another minute? I really need to look up something on Shakespeare.

W: Sorry. Everyone is supposed to put books back to the shelves when the closing bell is sounded."
598,"Given the question ""What does the man mean?"" and the answer ""There woman should take fewer courses next term."", write a conversation that might have happened.
","
W: I'm thinking of taking five courses next semester.

M: Wouldn't four be wiser?"
599,"Given the question ""What is the relationship between the two people?"" and the answer ""Doctor and patient."", write a conversation that might have happened.
","
Patient: Aaaagh!

Dentist: But I haven't touched you yet. What are you shouting for?

Patient: You are going to touch me.

Dentist: Well, of course I am. How can I give you an injection without touching you. As soon as you've had the injection your gum will freeze and you won't feel a thing.

Patient: How do I know what you will do while I am asleep? You might rob me.

Dentist: Now let's not be silly. You won't go to sleep. We don't do that nowadays. This will just freeze the area around the tooth so that you cannot feel any pain while I am pulling out the tooth. That is all. You won't go to sleep. You can watch everything in that mirror above you. Come along now."
600,"Given the question ""As soon as he has got the injection,______."" and the answer ""his gum will freeze and he could feel no pain"", write a conversation that might have happened.
","
Patient: Aaaagh!

Dentist: But I haven't touched you yet. What are you shouting for?

Patient: You are going to touch me.

Dentist: Well, of course I am. How can I give you an injection without touching you. As soon as you've had the injection your gum will freeze and you won't feel a thing.

Patient: How do I know what you will do while I am asleep? You might rob me.

Dentist: Now let's not be silly. You won't go to sleep. We don't do that nowadays. This will just freeze the area around the tooth so that you cannot feel any pain while I am pulling out the tooth. That is all. You won't go to sleep. You can watch everything in that mirror above you. Come along now."
601,"Given the question ""The dentist is going to ______."" and the answer ""pull out his tooth"", write a conversation that might have happened.
","
Patient: Aaaagh!

Dentist: But I haven't touched you yet. What are you shouting for?

Patient: You are going to touch me.

Dentist: Well, of course I am. How can I give you an injection without touching you. As soon as you've had the injection your gum will freeze and you won't feel a thing.

Patient: How do I know what you will do while I am asleep? You might rob me.

Dentist: Now let's not be silly. You won't go to sleep. We don't do that nowadays. This will just freeze the area around the tooth so that you cannot feel any pain while I am pulling out the tooth. That is all. You won't go to sleep. You can watch everything in that mirror above you. Come along now."
602,"Given the question ""Was the car repaired?"" and the answer ""Yes, someone else repaired it."", write a conversation that might have happened.
","
M: Did Mary repair the car herself?

W: No, She had it repaired because she thought it was too dirty to do that."
603,"Given the question ""What do we know about the woman?"" and the answer ""She does not want to have a big family."", write a conversation that might have happened.
","
M: Ann, do you and your husband plan to have many children?

W: Only two. It's expensive to have a big family now."
604,"Given the question ""Where does the woman live?"" and the answer ""Room 132."", write a conversation that might have happened.
","
W: My room is in 123. Am I right?

M: No, ma'am. It's Room 132."
605,"Given the question ""What is the woman?"" and the answer ""A student."", write a conversation that might have happened.
","
M: Well, Jenny, the school year is almost over. We just have two more weeks before exams. What do you plan to do this summer?

W: I'm going to teach English to some immigrants in the university's community service program.

M: That sounds interesting. Don't you need to speak a foreign language for a job like that?

W: No, you don't. You just have to present the language simply and give the students a chance to practice speaking.

M: Come to think of it, that's the way I was taught to speak Chinese. But speaking didn't help me learn to read and write Chinese.

W: My students won't want to read and write English, at lease not now. They are more interested in speaking.

M: You sound very knowledgeable about all this. How do you know so much?

W: I took a Teaching English as a Second Language course last year when you were in China. I've also talked with the experienced teachers quite a lot. I think I would like to be an ESL teacher when I graduate."
606,"Given the question ""Which will the woman focus on?"" and the answer ""Speaking."", write a conversation that might have happened.
","
M: Well, Jenny, the school year is almost over. We just have two more weeks before exams. What do you plan to do this summer?

W: I'm going to teach English to some immigrants in the university's community service program.

M: That sounds interesting. Don't you need to speak a foreign language for a job like that?

W: No, you don't. You just have to present the language simply and give the students a chance to practice speaking.

M: Come to think of it, that's the way I was taught to speak Chinese. But speaking didn't help me learn to read and write Chinese.

W: My students won't want to read and write English, at lease not now. They are more interested in speaking.

M: You sound very knowledgeable about all this. How do you know so much?

W: I took a Teaching English as a Second Language course last year when you were in China. I've also talked with the experienced teachers quite a lot. I think I would like to be an ESL teacher when I graduate."
607,"Given the question ""What is the woman like?"" and the answer ""Hardworking."", write a conversation that might have happened.
","
M: Well, Jenny, the school year is almost over. We just have two more weeks before exams. What do you plan to do this summer?

W: I'm going to teach English to some immigrants in the university's community service program.

M: That sounds interesting. Don't you need to speak a foreign language for a job like that?

W: No, you don't. You just have to present the language simply and give the students a chance to practice speaking.

M: Come to think of it, that's the way I was taught to speak Chinese. But speaking didn't help me learn to read and write Chinese.

W: My students won't want to read and write English, at lease not now. They are more interested in speaking.

M: You sound very knowledgeable about all this. How do you know so much?

W: I took a Teaching English as a Second Language course last year when you were in China. I've also talked with the experienced teachers quite a lot. I think I would like to be an ESL teacher when I graduate."
608,"Given the question ""What will the woman do?"" and the answer ""She will help the man to find Susan."", write a conversation that might have happened.
","
M: Hello,This is John. Can I speak to Susan?

W: Well,wait a minute, I'll find her for you."
609,"Given the question ""What was the woman doing before she went home?"" and the answer ""Typing a report."", write a conversation that might have happened.
","
M: Did you finish typing that report?

W: Yes, I did, but I worked late.

M: But it must be a long report, I guess.

W: Exactly. Twelve pages. I spent three hours on it.

M: By the way, what time did you go home?

W: I left the office at nine o'clock. I got home at ten.

M: What did have for dinner?

W: I sent out for a sandwich and ate at my desk."
610,"Given the question ""Where did the woman have her dinner?"" and the answer ""In her office."", write a conversation that might have happened.
","
M: Did you finish typing that report?

W: Yes, I did, but I worked late.

M: But it must be a long report, I guess.

W: Exactly. Twelve pages. I spent three hours on it.

M: By the way, what time did you go home?

W: I left the office at nine o'clock. I got home at ten.

M: What did have for dinner?

W: I sent out for a sandwich and ate at my desk."
611,"Given the question ""What do you know about the speakers?"" and the answer ""Neither of them cares much for scary films."", write a conversation that might have happened.
","
M: So, how was it?

W: I'm not sure.

M: What do you mean?

W: Well, I didn't see most of it. Whenever the monster appeared, I closed my eyes. Are you going to see it?

M: Oh, I don't think so. I don't like scary movies."
612,"Given the question ""What are they talking a bout?"" and the answer ""Smoking."", write a conversation that might have happened.
","
W: Look! The room is full of smoke. I can hardly breathe.

M: I agree. Smoking should not be permitted here in this room.

W: That's right. Nowadays, people who smoke seldom think of others."
613,"Given the question ""What can we know from the dialogue?"" and the answer ""The mother is in Shanghai."", write a conversation that might have happened.
","
F: Are you going to Shanghai today?

M: Yes. My mother is waiting for me there."
614,"Given the question ""How is the woman doing in the course?"" and the answer ""She isn't having much trouble."", write a conversation that might have happened.
","
M: Are you having much trouble with the course?

F: Not really. The only thing I haven't understood so far is the reading we had last night."
615,"Given the question ""What do we learn from the conversation?"" and the answer ""The man was the only survivor of an air crash."", write a conversation that might have happened.
","
W: Thank heavens! You're back safe and sound. Everyone was worried on hearing about the air crash. And I had so many sleepless nights!

M: Yes, I know your feeling, dear! Even I myself don't know how I escaped it. I was the only lucky guy."
616,"Given the question ""What does the boy want to do at the beginning of the conversation?"" and the answer ""go play outside"", write a conversation that might have happened.
","
Son: Dad. Can I go outside to play?

Dad: Well, did you get you Saturday's work done?

Son: Ah, Dad. Do I have to?

Dad: Well, you know the rules. No playing until the work is done.

Son: So, what is my work?

Dad: Well, first you have to clean the bathroom including the toilet. And don't forget to scrub the bathtub.

Son: No, I want to do the family room.

Dad: Well, okay, but you have to vacuum the family room and the hall, and be sure to dust everything. Oh, and don't forget to wipe the walls and clean the baseboards. [Okay.] And after that. [Oh, no.] Next, sweep and mop the kitchen floor and be sure to polish the table in the living room.

Son: Okay. Okay.

Dad: And make your bed and pick up all your toys and put them away. And ...

Son: More?

Dad: Yeah. And then, how about going out for lunch and getting a big milk shake, but you probably don't want to do that.

Son: No, No. I want to.

Dad: Okay. While you're doing your work, I'll be out in the yard raking leaves and pulling weeds."
617,"Given the question ""What is one thing the boy is NOT assigned to do around the house?"" and the answer ""clean the garage"", write a conversation that might have happened.
","
Son: Dad. Can I go outside to play?

Dad: Well, did you get you Saturday's work done?

Son: Ah, Dad. Do I have to?

Dad: Well, you know the rules. No playing until the work is done.

Son: So, what is my work?

Dad: Well, first you have to clean the bathroom including the toilet. And don't forget to scrub the bathtub.

Son: No, I want to do the family room.

Dad: Well, okay, but you have to vacuum the family room and the hall, and be sure to dust everything. Oh, and don't forget to wipe the walls and clean the baseboards. [Okay.] And after that. [Oh, no.] Next, sweep and mop the kitchen floor and be sure to polish the table in the living room.

Son: Okay. Okay.

Dad: And make your bed and pick up all your toys and put them away. And ...

Son: More?

Dad: Yeah. And then, how about going out for lunch and getting a big milk shake, but you probably don't want to do that.

Son: No, No. I want to.

Dad: Okay. While you're doing your work, I'll be out in the yard raking leaves and pulling weeds."
618,"Given the question ""What does the boy have to do in his bedroom?"" and the answer ""make his bed"", write a conversation that might have happened.
","
Son: Dad. Can I go outside to play?

Dad: Well, did you get you Saturday's work done?

Son: Ah, Dad. Do I have to?

Dad: Well, you know the rules. No playing until the work is done.

Son: So, what is my work?

Dad: Well, first you have to clean the bathroom including the toilet. And don't forget to scrub the bathtub.

Son: No, I want to do the family room.

Dad: Well, okay, but you have to vacuum the family room and the hall, and be sure to dust everything. Oh, and don't forget to wipe the walls and clean the baseboards. [Okay.] And after that. [Oh, no.] Next, sweep and mop the kitchen floor and be sure to polish the table in the living room.

Son: Okay. Okay.

Dad: And make your bed and pick up all your toys and put them away. And ...

Son: More?

Dad: Yeah. And then, how about going out for lunch and getting a big milk shake, but you probably don't want to do that.

Son: No, No. I want to.

Dad: Okay. While you're doing your work, I'll be out in the yard raking leaves and pulling weeds."
619,"Given the question ""What is the father going to do while the boy is doing his household chores?"" and the answer ""work in the yard"", write a conversation that might have happened.
","
Son: Dad. Can I go outside to play?

Dad: Well, did you get you Saturday's work done?

Son: Ah, Dad. Do I have to?

Dad: Well, you know the rules. No playing until the work is done.

Son: So, what is my work?

Dad: Well, first you have to clean the bathroom including the toilet. And don't forget to scrub the bathtub.

Son: No, I want to do the family room.

Dad: Well, okay, but you have to vacuum the family room and the hall, and be sure to dust everything. Oh, and don't forget to wipe the walls and clean the baseboards. [Okay.] And after that. [Oh, no.] Next, sweep and mop the kitchen floor and be sure to polish the table in the living room.

Son: Okay. Okay.

Dad: And make your bed and pick up all your toys and put them away. And ...

Son: More?

Dad: Yeah. And then, how about going out for lunch and getting a big milk shake, but you probably don't want to do that.

Son: No, No. I want to.

Dad: Okay. While you're doing your work, I'll be out in the yard raking leaves and pulling weeds."
620,"Given the question ""Where will the father and son go after the housework is done?"" and the answer ""out to eat"", write a conversation that might have happened.
","
Son: Dad. Can I go outside to play?

Dad: Well, did you get you Saturday's work done?

Son: Ah, Dad. Do I have to?

Dad: Well, you know the rules. No playing until the work is done.

Son: So, what is my work?

Dad: Well, first you have to clean the bathroom including the toilet. And don't forget to scrub the bathtub.

Son: No, I want to do the family room.

Dad: Well, okay, but you have to vacuum the family room and the hall, and be sure to dust everything. Oh, and don't forget to wipe the walls and clean the baseboards. [Okay.] And after that. [Oh, no.] Next, sweep and mop the kitchen floor and be sure to polish the table in the living room.

Son: Okay. Okay.

Dad: And make your bed and pick up all your toys and put them away. And ...

Son: More?

Dad: Yeah. And then, how about going out for lunch and getting a big milk shake, but you probably don't want to do that.

Son: No, No. I want to.

Dad: Okay. While you're doing your work, I'll be out in the yard raking leaves and pulling weeds."
621,"Given the question ""According to the text, how many years do the Chinese children have to study at school?"" and the answer ""Nine years."", write a conversation that might have happened.
","
M: You know that in China all the children should go to school and must finish the primary and junior school. It's the law.

W: Yes, I know this quite well. But still there are some children who can't go to school because of their poverty.

M: Yes, it's a matter of money. You see, education here is not completely free for the students. If it were so it would cost the government too much money.

W: Do all parents send their children to state schools?

M: Yes, nearly all of them. If you are rich, you may prefer to send your children to private schools, but it takes a lot of money."
622,"Given the question ""In China, how much do all the children going to the primary and junior school have to pay?"" and the answer ""Partly of the fees."", write a conversation that might have happened.
","
M: You know that in China all the children should go to school and must finish the primary and junior school. It's the law.

W: Yes, I know this quite well. But still there are some children who can't go to school because of their poverty.

M: Yes, it's a matter of money. You see, education here is not completely free for the students. If it were so it would cost the government too much money.

W: Do all parents send their children to state schools?

M: Yes, nearly all of them. If you are rich, you may prefer to send your children to private schools, but it takes a lot of money."
